"","date","pollster","right"
"97",2025-08-06,"Find Out Now",0.48
"98",2025-08-06,"Opinium",0.48
"99",2025-08-01,"Freshwater",0.51
"100",2025-08-01,"More in Common",0.49
"101",2025-07-30,"Find Out Now",0.47
"102",2025-07-29,"BMG",0.5
"103",2025-07-27,"YouGov",0.46
"104",2025-07-26,"More in Common",0.49
"105",2025-07-23,"Find Out Now",0.5
"106",2025-07-23,"Opinium",0.49
"107",2025-07-20,"YouGov",0.44
"108",2025-07-18,"More in Common",0.5
"109",2025-07-17,"JL Partners",0.46
"110",2025-07-16,"Find Out Now",0.47
"111",2025-07-14,"Focaldata",0.461
"112",2025-07-13,"YouGov",0.45
"113",2025-07-11,"More in Common",0.47
"114",2025-07-09,"Find Out Now",0.5
"115",2025-07-09,"Techne",0.47
"116",2025-07-09,"Opinium",0.47
"117",2025-07-06,"YouGov",0.42
"118",2025-07-04,"Freshwater",0.5
"119",2025-07-04,"More in Common",0.48
"120",2025-07-02,"Find Out Now",0.46
"121",2025-06-30,"More in Common",0.49
"122",2025-06-30,"Survation",0.47
"123",2025-06-29,"YouGov",0.43
"124",2025-06-27,"More in Common",0.48
"125",2025-06-26,"Lord Ashcroft",0.48
"126",2025-06-25,"Find Out Now",0.48
"127",2025-06-25,"Opinium",0.47
"128",2025-06-25,"Techne",0.46
"129",2025-06-25,"Survation",0.46
"130",2025-06-24,"BMG",0.49
"131",2025-06-22,"YouGov",0.44
"132",2025-06-20,"More in Common",0.47
"133",2025-06-18,"Find Out Now",0.47
"134",2025-06-15,"YouGov",0.44
"135",2025-06-13,"More in Common",0.51
"136",2025-06-13,"More in Common",0.49
"137",2025-06-11,"Opinium",0.48
"138",2025-06-11,"Find Out Now",0.46
"139",2025-06-10,"Find Out Now",0.5
"140",2025-06-10,"Survation",0.48
"141",2025-06-08,"YouGov",0.46
"142",2025-06-06,"Freshwater",0.53
"143",2025-06-06,"More in Common",0.48
"144",2025-06-04,"Techne",0.48
"145",2025-06-04,"Find Out Now",0.47
"146",2025-06-01,"YouGov",0.46
"147",2025-05-30,"Ipsos",0.49
"148",2025-05-29,"Lord Ashcroft",0.46
"149",2025-05-29,"YouGov",0.44
"150",2025-05-28,"BMG",0.49
"151",2025-05-28,"Find Out Now",0.48
"152",2025-05-28,"Opinium",0.48
"153",2025-05-28,"Techne",0.47
"154",2025-05-26,"YouGov",0.48
"155",2025-05-23,"More in Common",0.5
"156",2025-05-21,"Find Out Now",0.48
"157",2025-05-21,"Techne",0.47
"158",2025-05-18,"YouGov",0.45
"159",2025-05-16,"More in Common",0.51
"160",2025-05-14,"Find Out Now",0.49
"161",2025-05-14,"Techne",0.47
"162",2025-05-14,"Opinium",0.47
"163",2025-05-11,"YouGov",0.46
"164",2025-05-10,"More in Common",0.48
"165",2025-05-09,"Freshwater",0.51
"166",2025-05-07,"Find Out Now",0.49
"167",2025-05-07,"Techne",0.47
"168",2025-05-06,"BMG",0.51
"169",2025-05-05,"YouGov",0.46
"170",2025-05-03,"More in Common",0.48
"171",2025-05-03,"YouGov",0.44
"172",2025-05-02,"Survation",0.48
"173",2025-04-30,"Find Out Now",0.48
"174",2025-04-30,"Survation",0.48
"175",2025-04-30,"Opinium",0.46
"176",2025-04-27,"YouGov",0.46
"177",2025-04-25,"More in Common",0.47
"178",2025-04-23,"Find Out Now",0.48
"179",2025-04-23,"Opinium",0.47
"180",2025-04-23,"Techne",0.46
"181",2025-04-21,"YouGov",0.45
"182",2025-04-17,"More in Common",0.48
"183",2025-04-16,"Find Out Now",0.48
"184",2025-04-13,"YouGov",0.44
"185",2025-04-11,"More in Common",0.47
"186",2025-04-11,"Focaldata",0.47
"187",2025-04-10,"Lord Ashcroft",0.45
"188",2025-04-09,"Opinium",0.48
"189",2025-04-09,"Find Out Now",0.47
"190",2025-04-09,"Techne",0.46
"191",2025-04-08,"Verian",0.43
"192",2025-04-06,"YouGov",0.45
"193",2025-04-04,"Freshwater",0.55
"194",2025-04-04,"More in Common",0.47
"195",2025-04-02,"Find Out Now",0.48
"196",2025-04-02,"Techne",0.47
"197",2025-03-30,"YouGov",0.44
"198",2025-03-28,"More in Common",0.51
"199",2025-03-26,"Find Out Now",0.48
"200",2025-03-26,"Opinium",0.48
"201",2025-03-26,"Techne",0.47
"202",2025-03-26,"BMG",0.47
"203",2025-03-23,"YouGov",0.44
"204",2025-03-22,"More in Common",0.49
"205",2025-03-21,"Find Out Now",0.48
"206",2025-03-19,"Find Out Now",0.48
"207",2025-03-19,"Opinium",0.47
"208",2025-03-19,"Techne",0.46
"209",2025-03-16,"YouGov",0.46
"210",2025-03-14,"More in Common",0.49
"211",2025-03-14,"More in Common",0.48
"212",2025-03-14,"Deltapoll",0.48
"213",2025-03-13,"Lord Ashcroft",0.43
"214",2025-03-12,"Find Out Now",0.48
"215",2025-03-12,"Techne",0.46
"216",2025-03-09,"YouGov",0.45
"217",2025-03-07,"More in Common",0.48
"218",2025-03-06,"JL Partners",0.47
"219",2025-03-05,"Opinium",0.47
"220",2025-03-05,"Find Out Now",0.47
"221",2025-03-05,"Techne",0.46
"222",2025-03-02,"YouGov",0.46
"223",2025-03-01,"Freshwater",0.5
"224",2025-02-28,"More in Common",0.48
"225",2025-02-26,"Find Out Now",0.49
"226",2025-02-26,"Techne",0.47
"227",2025-02-26,"Focaldata",0.43
"228",2025-02-25,"BMG",0.49
"229",2025-02-23,"YouGov",0.47
"230",2025-02-21,"More in Common",0.49
"231",2025-02-19,"Find Out Now",0.48
"232",2025-02-19,"Techne",0.48
"233",2025-02-19,"Opinium",0.47
"234",2025-02-16,"YouGov",0.48
"235",2025-02-14,"More in Common",0.49
"236",2025-02-13,"Lord Ashcroft",0.46
"237",2025-02-12,"Find Out Now",0.5
"238",2025-02-12,"Techne",0.47
"239",2025-02-09,"YouGov",0.47
"240",2025-02-07,"Stack Data Strategy",0.48
"241",2025-02-07,"More in Common",0.48
"242",2025-02-05,"Opinium",0.48
"243",2025-02-05,"Techne",0.48
"244",2025-02-05,"Find Out Now",0.47
"245",2025-02-02,"YouGov",0.46
"246",2025-01-31,"More in Common",0.5
"247",2025-01-31,"Freshwater",0.5
"248",2025-01-29,"Find Out Now",0.48
"249",2025-01-29,"Techne",0.47
"250",2025-01-28,"BMG",0.49
"251",2025-01-28,"Survation",0.46
"252",2025-01-26,"YouGov",0.45
"253",2025-01-24,"More in Common",0.49
"254",2025-01-22,"Find Out Now",0.49
"255",2025-01-22,"Opinium",0.48
"256",2025-01-22,"Techne",0.48
"257",2025-01-22,"Find Out Now",0.47
"258",2025-01-22,"Whitestone",0.44
"259",2025-01-19,"YouGov",0.46
"260",2025-01-17,"More in Common",0.5
"261",2025-01-17,"Deltapoll",0.47
"262",2025-01-16,"Lord Ashcroft",0.45
"263",2025-01-15,"Find Out Now",0.5
"264",2025-01-15,"Techne",0.48
"265",2025-01-12,"YouGov",0.47
"266",2025-01-10,"More in Common",0.49
"267",2025-01-10,"JL Partners",0.47
"268",2025-01-08,"Opinium",0.47
"269",2025-01-08,"Find Out Now",0.45
"270",2025-01-06,"More in Common",0.48
"271",2025-01-04,"Freshwater",0.52
"272",2024-12-30,"Deltapoll",0.45
"273",2024-12-19,"Deltapoll",0.46
"274",2024-12-18,"Techne",0.47
"275",2024-12-18,"Opinium",0.45
"276",2024-12-12,"Survation",0.45
"277",2024-12-11,"Find Out Now",0.48
"278",2024-12-11,"Techne",0.47
"279",2024-12-06,"Stonehaven",0.45
"280",2024-12-06,"More in Common",0.45
"281",2024-12-05,"Techne",0.46
"282",2024-12-04,"Find Out Now",0.5
"283",2024-11-30,"Focaldata",0.45
"284",2024-11-29,"More in Common",0.49
"285",2024-11-27,"Find Out Now",0.49
"286",2024-11-27,"Opinium",0.46
"287",2024-11-27,"Techne",0.45
"288",2024-11-26,"More in Common",0.48
"289",2024-11-26,"BMG",0.47
"290",2024-11-20,"Techne",0.44
"291",2024-11-19,"More in Common",0.47
"292",2024-11-14,"Deltapoll",0.45
"293",2024-11-13,"JL Partners",0.46
"294",2024-11-13,"Techne",0.44
"295",2024-11-11,"Opinium",0.45
"296",2024-11-08,"More in Common",0.48
"297",2024-11-06,"Techne",0.43
"298",2024-10-31,"More in Common",0.47
"299",2024-10-30,"BMG",0.46
"300",2024-10-30,"Opinium",0.44
"301",2024-10-30,"More in Common",0.44
"302",2024-10-30,"Techne",0.42
"303",2024-10-23,"Techne",0.43
"304",2024-10-16,"Opinium",0.44
"305",2024-10-16,"Techne",0.44
"306",2024-10-11,"JL Partners",0.44
"307",2024-10-09,"More in Common",0.48
"308",2024-10-09,"Survation",0.44
"309",2024-10-09,"Techne",0.43
"310",2024-10-07,"Stonehaven",0.43
"311",2024-10-05,"More in Common",0.47
"312",2024-10-04,"Deltapoll",0.43
"313",2024-10-02,"BMG",0.45
"314",2024-10-02,"Opinium",0.44
"315",2024-10-02,"Techne",0.41
"316",2024-10-01,"Survation",0.41
"317",2024-09-25,"Techne",0.4
"318",2024-09-24,"More in Common",0.44
"319",2024-09-18,"Verian",0.43
"320",2024-09-18,"Techne",0.39
"321",2024-09-10,"More in Common",0.43
"322",2024-08-30,"Survation",0.4
"323",2024-08-29,"BMG",0.45
"324",2024-08-29,"Survation",0.38
"325",2024-08-07,"WeThink",0.41
"326",2024-08-05,"BMG",0.42
"327",2024-08-02,"Stonehaven",0.38
"328",2024-07-30,"Stonehaven",0.37
"329",2024-07-25,"WeThink",0.39
"330",2024-07-11,"WeThink",0.36
"331",2024-07-03,"Find Out Now",0.38
"332",2024-07-03,"NCP",0.36
"333",2024-07-02,"JL Partners",0.4
"334",2024-07-02,"WeThink",0.38
"335",2024-07-02,"Savanta",0.37
"336",2024-07-02,"PeoplePolling",0.36
"337",2024-07-01,"Norstat",0.4
"338",2024-07-01,"Whitestone",0.39
"339",2024-07-01,"Opinium",0.38
"340",2024-07-01,"Survation",0.37
"341",2024-07-01,"Ipsos",0.34
"342",2024-06-30,"BMG",0.38
"343",2024-06-29,"Deltapoll",0.39
"344",2024-06-28,"JL Partners",0.4
"345",2024-06-28,"More in Common",0.39
"346",2024-06-28,"Stonehaven",0.386
"347",2024-06-28,"R+W",0.38
"348",2024-06-28,"Savanta",0.37
"349",2024-06-28,"Verian",0.37
"350",2024-06-28,"Techne",0.37
"351",2024-06-27,"Focaldata",0.394
"352",2024-06-27,"Stonehaven",0.374
"353",2024-06-27,"Deltapoll",0.37
"354",2024-06-27,"Lord Ashcroft",0.37
"355",2024-06-27,"WeThink",0.36
"356",2024-06-26,"Whitestone",0.39
"357",2024-06-26,"R+W",0.37
"358",2024-06-26,"More in Common",0.37
"359",2024-06-26,"Opinium",0.37
"360",2024-06-26,"Techne",0.36
"361",2024-06-26,"Savanta",0.35
"362",2024-06-26,"Survation",0.35
"363",2024-06-25,"YouGov",0.37
"364",2024-06-25,"PeoplePolling",0.36
"365",2024-06-24,"Norstat",0.38
"366",2024-06-24,"More in Common",0.37
"367",2024-06-24,"Deltapoll",0.37
"368",2024-06-24,"BMG",0.36
"369",2024-06-24,"More in Common",0.36
"370",2024-06-24,"YouGov",0.35
"371",2024-06-21,"More in Common",0.4
"372",2024-06-21,"JL Partners",0.4
"373",2024-06-21,"JL Partners",0.39
"374",2024-06-21,"R+W",0.37
"375",2024-06-21,"Verian",0.37
"376",2024-06-21,"Savanta",0.35
"377",2024-06-21,"Deltapoll",0.34
"378",2024-06-21,"Ipsos",0.34
"379",2024-06-21,"Survation",0.32
"380",2024-06-20,"Lord Ashcroft",0.36
"381",2024-06-20,"WeThink",0.35
"382",2024-06-19,"Whitestone",0.39
"383",2024-06-19,"R+W",0.37
"384",2024-06-19,"YouGov",0.37
"385",2024-06-19,"YouGov",0.37
"386",2024-06-19,"Techne",0.36
"387",2024-06-19,"Opinium",0.36
"388",2024-06-19,"Savanta",0.35
"389",2024-06-18,"PeoplePolling",0.39
"390",2024-06-18,"BMG",0.38
"391",2024-06-17,"Norstat",0.39
"392",2024-06-17,"More in Common",0.39
"393",2024-06-17,"YouGov",0.38
"394",2024-06-15,"Survation",0.36
"395",2024-06-15,"Survation",0.36
"396",2024-06-15,"Survation",0.35
"397",2024-06-14,"JL Partners",0.41
"398",2024-06-14,"More in Common",0.39
"399",2024-06-14,"Focaldata",0.37
"400",2024-06-14,"R+W",0.36
"401",2024-06-14,"Savanta",0.35
"402",2024-06-14,"Deltapoll",0.35
"403",2024-06-14,"Survation",0.35
"404",2024-06-14,"Verian",0.34
"405",2024-06-14,"Find Out Now",0.32
"406",2024-06-13,"Lord Ashcroft",0.36
"407",2024-06-12,"YouGov",0.37
"408",2024-06-12,"Opinium",0.37
"409",2024-06-12,"PeoplePolling",0.36
"410",2024-06-12,"Whitestone",0.36
"411",2024-06-12,"R+W",0.35
"412",2024-06-12,"Techne",0.35
"413",2024-06-12,"WeThink",0.34
"414",2024-06-12,"Savanta",0.34
"415",2024-06-11,"More in Common",0.38
"416",2024-06-11,"YouGov",0.37
"417",2024-06-11,"BMG",0.35
"418",2024-06-10,"Focaldata",0.39
"419",2024-06-10,"Norstat",0.38
"420",2024-06-10,"YouGov",0.35
"421",2024-06-07,"JL Partners",0.39
"422",2024-06-07,"Focaldata",0.39
"423",2024-06-07,"JL Partners",0.39
"424",2024-06-07,"Ipsos",0.37
"425",2024-06-07,"R+W",0.36
"426",2024-06-07,"Savanta / Electoral Calculus",0.36
"427",2024-06-07,"Savanta",0.35
"428",2024-06-07,"Verian",0.35
"429",2024-06-06,"Lord Ashcroft",0.36
"430",2024-06-06,"WeThink",0.35
"431",2024-06-06,"Deltapoll",0.33
"432",2024-06-05,"Survation",0.38
"433",2024-06-05,"Whitestone",0.38
"434",2024-06-05,"More in Common",0.38
"435",2024-06-05,"Savanta",0.37
"436",2024-06-05,"R+W",0.36
"437",2024-06-05,"More in Common",0.36
"438",2024-06-05,"Opinium",0.36
"439",2024-06-05,"Techne",0.35
"440",2024-06-05,"YouGov",0.35
"441",2024-06-05,"Survation",0.35
"442",2024-06-04,"BMG",0.39
"443",2024-06-04,"Norstat",0.36
"444",2024-06-03,"Focaldata",0.39
"445",2024-06-03,"Focaldata",0.39
"446",2024-06-03,"YouGov",0.36
"447",2024-06-03,"YouGov",0.36
"448",2024-06-01,"More in Common",0.37
"449",2024-05-31,"JL Partners",0.38
"450",2024-05-31,"Savanta",0.37
"451",2024-05-31,"Survation",0.36
"452",2024-05-31,"R+W",0.34
"453",2024-05-31,"Deltapoll",0.34
"454",2024-05-31,"Ipsos",0.32
"455",2024-05-30,"Focaldata",0.38
"456",2024-05-30,"WeThink",0.36
"457",2024-05-30,"WeThink",0.34
"458",2024-05-30,"Lord Ashcroft",0.34
"459",2024-05-30,"Verian",0.32
"460",2024-05-29,"YouGov",0.36
"461",2024-05-29,"Opinium",0.36
"462",2024-05-29,"YouGov",0.35
"463",2024-05-29,"Whitestone",0.35
"464",2024-05-29,"Techne",0.33
"465",2024-05-28,"BMG",0.38
"466",2024-05-27,"More in Common",0.37
"467",2024-05-27,"YouGov",0.32
"468",2024-05-25,"R+W",0.36
"469",2024-05-24,"JL Partners",0.4
"470",2024-05-24,"Savanta",0.35
"471",2024-05-24,"Lord Ashcroft",0.35
"472",2024-05-24,"YouGov",0.35
"473",2024-05-24,"Survation",0.33
"474",2024-05-23,"Opinium",0.37
"475",2024-05-23,"YouGov",0.36
"476",2024-05-23,"WeThink",0.34
"477",2024-05-23,"Deltapoll",0.33
"478",2024-05-22,"More in Common",0.37
"479",2024-05-22,"More in Common",0.36
"480",2024-05-22,"Survation",0.35
"481",2024-05-22,"Techne",0.33
"482",2024-05-21,"Survation",0.35
"483",2024-05-21,"YouGov",0.33
"484",2024-05-20,"Find Out Now",0.31
"485",2024-05-19,"R+W",0.35
"486",2024-05-17,"More in Common",0.38
"487",2024-05-17,"Deltapoll",0.36
"488",2024-05-17,"Savanta",0.35
"489",2024-05-16,"PeoplePolling",0.34
"490",2024-05-16,"WeThink",0.34
"491",2024-05-15,"Whitestone",0.37
"492",2024-05-15,"Opinium",0.35
"493",2024-05-15,"Techne",0.33
"494",2024-05-15,"YouGov",0.31
"495",2024-05-12,"R+W",0.36
"496",2024-05-10,"Deltapoll",0.38
"497",2024-05-10,"Savanta",0.35
"498",2024-05-09,"WeThink",0.34
"499",2024-05-09,"Survation",0.33
"500",2024-05-09,"Lord Ashcroft",0.33
"501",2024-05-08,"Techne",0.33
"502",2024-05-08,"Ipsos",0.29
"503",2024-05-07,"YouGov",0.31
"504",2024-05-05,"R+W",0.36
"505",2024-05-03,"Deltapoll",0.37
"506",2024-05-03,"Savanta",0.36
"507",2024-05-03,"British Election Study",0.33
"508",2024-05-02,"JL Partners",0.39
"509",2024-05-02,"WeThink",0.37
"510",2024-05-02,"More in Common",0.37
"511",2024-05-01,"Opinium",0.36
"512",2024-05-01,"Techne",0.35
"513",2024-05-01,"JL Partners",0.35
"514",2024-04-30,"YouGov",0.33
"515",2024-04-28,"R+W",0.36
"516",2024-04-26,"Deltapoll",0.37
"517",2024-04-26,"Savanta",0.36
"518",2024-04-26,"More in Common",0.35
"519",2024-04-25,"WeThink",0.35
"520",2024-04-24,"Techne",0.35
"521",2024-04-24,"YouGov",0.33
"522",2024-04-23,"Survation",0.37
"523",2024-04-22,"BMG",0.39
"524",2024-04-21,"R+W",0.34
"525",2024-04-19,"Deltapoll",0.39
"526",2024-04-19,"Savanta",0.37
"527",2024-04-19,"Labour Together",0.35
"528",2024-04-18,"WeThink",0.37
"529",2024-04-17,"Opinium",0.38
"530",2024-04-17,"Techne",0.35
"531",2024-04-17,"Survation",0.34
"532",2024-04-16,"YouGov",0.35
"533",2024-04-15,"More in Common",0.37
"534",2024-04-14,"R+W",0.37
"535",2024-04-12,"Deltapoll",0.37
"536",2024-04-12,"Savanta",0.34
"537",2024-04-11,"WeThink",0.35
"538",2024-04-11,"Lord Ashcroft",0.34
"539",2024-04-10,"Techne",0.35
"540",2024-04-10,"YouGov",0.34
"541",2024-04-09,"More in Common",0.37
"542",2024-04-07,"R+W",0.36
"543",2024-04-05,"More in Common",0.38
"544",2024-04-05,"Savanta",0.37
"545",2024-04-04,"WeThink",0.37
"546",2024-04-04,"JL Partners",0.37
"547",2024-04-04,"PeoplePolling",0.33
"548",2024-04-03,"Opinium",0.36
"549",2024-04-03,"Techne",0.35
"550",2024-04-03,"Ipsos",0.32
"551",2024-04-02,"BMG",0.39
"552",2024-04-02,"YouGov",0.36
"553",2024-03-31,"R+W",0.36
"554",2024-03-27,"WeThink",0.35
"555",2024-03-27,"Techne",0.35
"556",2024-03-26,"YouGov",0.37
"557",2024-03-25,"Savanta",0.36
"558",2024-03-24,"R+W",0.36
"559",2024-03-23,"More in Common",0.38
"560",2024-03-22,"Deltapoll",0.37
"561",2024-03-22,"Savanta",0.35
"562",2024-03-21,"WeThink",0.35
"563",2024-03-20,"Opinium",0.36
"564",2024-03-20,"Techne",0.35
"565",2024-03-19,"More in Common",0.36
"566",2024-03-19,"YouGov",0.34
"567",2024-03-17,"R+W",0.35
"568",2024-03-15,"Savanta",0.37
"569",2024-03-15,"Deltapoll",0.36
"570",2024-03-14,"WeThink",0.37
"571",2024-03-14,"Labour Together",0.24
"572",2024-03-13,"Techne",0.34
"573",2024-03-12,"YouGov",0.34
"574",2024-03-11,"Survation",0.34
"575",2024-03-10,"R+W",0.38
"576",2024-03-08,"Deltapoll",0.38
"577",2024-03-08,"More in Common",0.37
"578",2024-03-08,"Survation",0.35
"579",2024-03-08,"Savanta",0.34
"580",2024-03-07,"WeThink",0.37
"581",2024-03-07,"YouGov",0.36
"582",2024-03-07,"Lord Ashcroft",0.34
"583",2024-03-07,"PeoplePolling",0.31
"584",2024-03-06,"BMG",0.38
"585",2024-03-06,"Opinium",0.36
"586",2024-03-06,"Techne",0.34
"587",2024-03-06,"YouGov",0.33
"588",2024-03-03,"R+W",0.36
"589",2024-03-01,"Deltapoll",0.4
"590",2024-03-01,"Savanta",0.35
"591",2024-02-29,"WeThink",0.33
"592",2024-02-28,"YouGov",0.34
"593",2024-02-28,"Techne",0.33
"594",2024-02-25,"R+W",0.35
"595",2024-02-23,"More in Common",0.37
"596",2024-02-23,"Savanta",0.36
"597",2024-02-23,"Deltapoll",0.35
"598",2024-02-22,"WeThink",0.35
"599",2024-02-21,"Opinium",0.37
"600",2024-02-21,"Techne",0.34
"601",2024-02-21,"Ipsos",0.28
"602",2024-02-20,"YouGov",0.33
"603",2024-02-18,"R+W",0.34
"604",2024-02-16,"Savanta",0.36
"605",2024-02-16,"Deltapoll",0.35
"606",2024-02-15,"WeThink",0.34
"607",2024-02-14,"Opinium",0.36
"608",2024-02-14,"YouGov",0.35
"609",2024-02-14,"Techne",0.34
"610",2024-02-13,"Survation",0.37
"611",2024-02-11,"R+W",0.33
"612",2024-02-09,"Deltapoll",0.38
"613",2024-02-09,"Savanta",0.37
"614",2024-02-09,"YouGov",0.34
"615",2024-02-08,"WeThink",0.36
"616",2024-02-08,"Lord Ashcroft",0.36
"617",2024-02-07,"More in Common",0.39
"618",2024-02-07,"Techne",0.34
"619",2024-02-07,"YouGov",0.33
"620",2024-02-06,"Opinium",0.35
"621",2024-02-04,"R+W",0.36
"622",2024-02-03,"R+W",0.35
"623",2024-02-02,"Deltapoll",0.37
"624",2024-02-01,"WeThink",0.34
"625",2024-01-31,"Techne",0.33
"626",2024-01-30,"BMG",0.37
"627",2024-01-30,"YouGov",0.35
"628",2024-01-30,"Survation",0.35
"629",2024-01-28,"R+W",0.34
"630",2024-01-26,"Deltapoll",0.39
"631",2024-01-26,"More in Common",0.37
"632",2024-01-26,"Savanta",0.36
"633",2024-01-25,"WeThink",0.35
"634",2024-01-25,"PeoplePolling",0.32
"635",2024-01-24,"Opinium",0.37
"636",2024-01-24,"Techne",0.33
"637",2024-01-24,"Find Out Now",0.32
"638",2024-01-23,"YouGov",0.33
"639",2024-01-23,"Whitestone",0.33
"640",2024-01-21,"R+W",0.34
"641",2024-01-19,"Savanta",0.37
"642",2024-01-19,"Deltapoll",0.37
"643",2024-01-18,"WeThink",0.33
"644",2024-01-17,"Techne",0.34
"645",2024-01-17,"Ipsos",0.31
"646",2024-01-16,"YouGov",0.32
"647",2024-01-14,"R+W",0.36
"648",2024-01-12,"Deltapoll",0.36
"649",2024-01-12,"Savanta",0.34
"650",2024-01-11,"Lord Ashcroft",0.36
"651",2024-01-11,"WeThink",0.34
"652",2024-01-10,"Opinium",0.37
"653",2024-01-10,"Techne",0.34
"654",2024-01-10,"YouGov",0.32
"655",2024-01-09,"More in Common",0.36
"656",2024-01-07,"R+W",0.38
"657",2024-01-05,"Savanta",0.34
"658",2024-01-04,"WeThink",0.35
"659",2024-01-02,"YouGov",0.31
"660",2023-12-28,"WeThink",0.37
"661",2023-12-28,"PeoplePolling",0.33
"662",2023-12-22,"Deltapoll",0.39
"663",2023-12-21,"WeThink",0.36
"664",2023-12-20,"Techne",0.33
"665",2023-12-19,"YouGov",0.35
"666",2023-12-17,"R+W",0.34
"667",2023-12-15,"Savanta",0.36
"668",2023-12-15,"Survation",0.36
"669",2023-12-14,"WeThink",0.34
"670",2023-12-13,"Opinium",0.36
"671",2023-12-12,"More in Common",0.36
"672",2023-12-12,"YouGov",0.35
"673",2023-12-12,"YouGov",0.33
"674",2023-12-10,"R+W",0.36
"675",2023-12-08,"Deltapoll",0.38
"676",2023-12-08,"Savanta",0.35
"677",2023-12-07,"WeThink",0.34
"678",2023-12-06,"YouGov",0.33
"679",2023-12-06,"Techne",0.3
"680",2023-12-03,"R+W",0.36
"681",2023-12-01,"Savanta",0.35
"682",2023-12-01,"Deltapoll",0.34
"683",2023-12-01,"Ipsos",0.32
"684",2023-11-30,"More in Common",0.37
"685",2023-11-30,"WeThink",0.36
